frame id, time, X, Y, Z
66963, 3.760399, 1, 0.1210853, 1.144196, -9.068429
66964, 3.764714, 0, -0.1422394, 1.092165, -9.050935
66964, 3.764714, 1, 0.1198146, 1.144358, -9.068202
66964, 3.770842, 0, -0.1422711, 1.091881, -9.050905
66964, 3.770842, 1, 0.1179566, 1.144596, -9.06787
66964, 3.775549, 0, -0.1422942, 1.091676, -9.050884
66964, 3.775549, 1, 0.1166062, 1.144768, -9.067629
66965, 3.780051, 0, -0.142365, 1.091419, -9.050933
66965, 3.780051, 1, 0.1151995, 1.145137, -9.067432
66965, 3.78629, 0, -0.1424165, 1.091141, -9.050941
66965, 3.78629, 1, 0.1135076, 1.145444, -9.067157
66965, 3.791737, 0, -0.1424658, 1.090875, -9.050948
66965, 3.791737, 1, 0.1118852, 1.145739, -9.066892
66966, 3.79753, 0, -0.1425494, 1.090666, -9.051005
66966, 3.79753, 1, 0.1110696, 1.145846, -9.066989
66966, 3.802671, 0, -0.1426122, 1.090423, -9.051032
66966, 3.802671, 1, 0.1097728, 1.146066, -9.06687
66967, 3.809186, 0, -0.1426375, 1.090191, -9.051063
66967, 3.809186, 1, 0.1089025, 1.14593, -9.066866
66967, 3.813039, 0, -0.1426612, 1.090035, -9.051083
66967, 3.813039, 1, 0.1082475, 1.145906, -9.066842
66967, 3.818149, 0, -0.1426915, 1.089835, -9.051107
66967, 3.818149, 1, 0.1074073, 1.145875, -9.066812
66968, 3.824184, 0, -0.142769, 1.089656, -9.051136
66968, 3.824184, 1, 0.1057884, 1.145846, -9.066804
66968, 3.82888, 0, -0.1428187, 1.089516, -9.051157
66968, 3.82888, 1, 0.1047088, 1.145824, -9.066793
66968, 3.834739, 0, -0.142884, 1.089331, -9.051184
66968, 3.834739, 1, 0.1032907, 1.145795, -9.066779
66969, 3.840529, 0, -0.1429518, 1.089211, -9.051151
66969, 3.840529, 1, 0.1016847, 1.145726, -9.066954
66969, 3.845342, 0, -0.1430013, 1.089104, -9.051143
66969, 3.845342, 1, 0.1005455, 1.145685, -9.067034
66969, 3.849643, 0, -0.1430506, 1.088999, -9.051134
66969, 3.849643, 1, 0.09941334, 1.145644, -9.067113
66969, 3.855898, 0, -0.1431199, 1.08885, -9.051123
66969, 3.855898, 1, 0.09781739, 1.145587, -9.067224
66970, 3.861477, 0, -0.143079, 1.088746, -9.051138
66970, 3.861477, 1, 0.0963196, 1.144976, -9.067525
66970, 3.865649, 0, -0.1430937, 1.088661, -9.051137
66970, 3.865649, 1, 0.09531446, 1.144788, -9.067649
66970, 3.872472, 0, -0.1431199, 1.088511, -9.051137
66970, 3.872472, 1, 0.09352122, 1.144452, -9.06787
66971, 3.877388, 0, -0.1431292, 1.088522, -9.051262
66971, 3.877388, 1, 0.09250458, 1.143727, -9.06836
66971, 3.882825, 0, -0.1431471, 1.088445, -9.051312
66971, 3.882825, 1, 0.0911229, 1.143249, -9.06868
66971, 3.888998, 0, -0.1431656, 1.088366, -9.051365
66971, 3.888998, 1, 0.08969723, 1.142757, -9.06901
66972, 3.893886, 0, -0.1431723, 1.088376, -9.051342
66972, 3.893886, 1, 0.08932535, 1.142003, -9.069514
66972, 3.898616, 0, -0.1431841, 1.088338, -9.051362
66972, 3.898616, 1, 0.08846267, 1.141503, -9.069849
66972, 3.904009, 0, -0.1431984, 1.088291, -9.051386
66972, 3.904009, 1, 0.08741319, 1.140894, -9.070256
66973, 3.908368, 0, -0.1432613, 1.088326, -9.0514
66973, 3.908368, 1, 0.08655551, 1.139893, -9.070883
66973, 3.913441, 0, -0.1433003, 1.088319, -9.051419
66973, 3.913441, 1, 0.08558124, 1.139075, -9.071408
66973, 3.918496, 0, -0.1433395, 1.088312, -9.051439
66973, 3.918496, 1, 0.08459982, 1.138251, -9.071938
66974, 3.924994, 0, -0.1433975, 1.08835, -9.051495
66974, 3.924994, 1, 0.08426543, 1.137485, -9.072216
66974, 3.930615, 0, -0.1434432, 1.088365, -9.05153
66974, 3.930615, 1, 0.08366466, 1.136745, -9.072588
66974, 3.935645, 0, -0.1434855, 1.08838, -9.051562
66974, 3.935645, 1, 0.08310911, 1.13606, -9.072931
66975, 3.941653, 0, -0.1435699, 1.088423, -9.051604
66975, 3.941653, 1, 0.08212943, 1.134621, -9.073543
66975, 3.946622, 0, -0.1436226, 1.088447, -9.051636
66975, 3.946622, 1, 0.08148615, 1.133741, -9.073942
66976, 3.953195, 0, -0.1437323, 1.08849, -9.051701
66976, 3.953195, 1, 0.08049352, 1.132013, -9.074569
66976, 3.957754, 0, -0.1438055, 1.088519, -9.051744
66976, 3.957754, 1, 0.07981274, 1.130853, -9.074997
66976, 3.962221, 0, -0.1438863, 1.08855, -9.05179
66976, 3.962221, 1, 0.07906151, 1.129574, -9.07547
66977, 3.967644, 0, -0.1439514, 1.088588, -9.051866
66977, 3.967644, 1, 0.07848405, 1.128259, -9.07575
66977, 3.972776, 0, -0.1440261, 1.088625, -9.051934
66977, 3.972776, 1, 0.07780755, 1.12688, -9.076118
66977, 3.977834, 0, -0.1440993, 1.088661, -9.052002
66977, 3.977834, 1, 0.07714581, 1.12553, -9.076479
66978, 3.982786, 0, -0.1441283, 1.088671, -9.052054
66978, 3.982786, 1, 0.07685234, 1.124729, -9.076536
66978, 3.988836, 0, -0.1441791, 1.088693, -9.052117
66978, 3.988836, 1, 0.07637201, 1.123615, -9.07673
66978, 3.994633, 0, -0.1442313, 1.088716, -9.052183
66978, 3.994633, 1, 0.07587804, 1.122469, -9.076929
66979, 3.999041, 0, -0.1442562, 1.088703, -9.052243
66979, 3.999041, 1, 0.07558048, 1.12137, -9.076915
66979, 4.004694, 0, -0.1443, 1.088708, -9.052316
66979, 4.004694, 1, 0.07512841, 1.120076, -9.077016
66979, 4.009864, 0, -0.1443366, 1.088712, -9.052377
66979, 4.009864, 1, 0.07475159, 1.118997, -9.0771
66980, 4.014763, 0, -0.1443605, 1.088663, -9.052445
66980, 4.014763, 1, 0.07447569, 1.117884, -9.0771
66980, 4.020028, 0, -0.1443977, 1.088636, -9.052525
66980, 4.020028, 1, 0.07407518, 1.116544, -9.077153
66980, 4.025903, 0, -0.1444308, 1.088613, -9.052595
66980, 4.025903, 1, 0.07371826, 1.11535, -9.0772
66981, 4.030734, 0, -0.1444745, 1.088569, -9.052615
66981, 4.030734, 1, 0.0735399, 1.114294, -9.07717
66981, 4.035411, 0, -0.1445108, 1.088537, -9.052659
66981, 4.035411, 1, 0.07328227, 1.113221, -9.077181
66981, 4.040722, 0, -0.1445588, 1.088508, -9.052706
66981, 4.040722, 1, 0.07307391, 1.112332, -9.077177
66982, 4.045676, 0, -0.1445989, 1.088482, -9.052745
66982, 4.045676, 1, 0.07289081, 1.111552, -9.077176
66982, 4.050253, 0, -0.1446401, 1.088456, -9.052786
66982, 4.050253, 1, 0.07270269, 1.110751, -9.077174
66983, 4.056556, 0, -0.1446772, 1.088416, -9.052799
66983, 4.056556, 1, 0.07245667, 1.109756, -9.077147
66983, 4.061146, 0, -0.1447082, 1.088386, -9.052814
66983, 4.061146, 1, 0.07226627, 1.108978, -9.077129
66983, 4.065748, 0, -0.1447368, 1.088359, -9.052829
66983, 4.065748, 1, 0.07209143, 1.108264, -9.077113
66983, 4.071502, 0, -0.1447739, 1.088323, -9.052848
66983, 4.071502, 1, 0.07186388, 1.107335, -9.077092
66984, 4.076569, 0, -0.1447091, 1.088203, -9.05304
66984, 4.076569, 1, 0.0717009, 1.106551, -9.076954
66984, 4.081822, 0, -0.1447039, 1.088136, -9.053125
66984, 4.081822, 1, 0.07151177, 1.105732, -9.076888
66985, 4.087642, 0, -0.1446613, 1.088086, -9.05315
66985, 4.087642, 1, 0.07144869, 1.104936, -9.076852
66985, 4.092089, 0, -0.1446391, 1.08804, -9.053189
66985, 4.092089, 1, 0.0713564, 1.104285, -9.076813
66985, 4.096505, 0, -0.1446164, 1.087993, -9.05323
66985, 4.096505, 1, 0.07126225, 1.103619, -9.076773
66986, 4.101855, 0, -0.1445548, 1.087932, -9.053274
66986, 4.101855, 1, 0.07115502, 1.102738, -9.076746
66986, 4.107459, 0, -0.1445045, 1.087875, -9.053316
66986, 4.107459, 1, 0.07105348, 1.101931, -9.076716
66986, 4.112459, 0, -0.1444542, 1.087819, -9.053358
66986, 4.112459, 1, 0.07095164, 1.101122, -9.076687
66987, 4.117986, 0, -0.1444257, 1.087818, -9.053391
66987, 4.117986, 1, 0.07118578, 1.100628, -9.076756
66987, 4.123285, 0, -0.144388, 1.087792, -9.053429
66987, 4.123285, 1, 0.07126859, 1.100005, -9.07678
66987, 4.12864, 0, -0.144352, 1.087768, -9.053464
66987, 4.12864, 1, 0.07134774, 1.099409, -9.076804
66988, 4.133108, 0, -0.144288, 1.08773, -9.053499
66988, 4.133108, 1, 0.07153247, 1.099022, -9.076794
66988, 4.137977, 0, -0.1442386, 1.087699, -9.053534
66988, 4.137977, 1, 0.0716634, 1.09854, -9.076799
66988, 4.142313, 0, -0.1441905, 1.087669, -9.053567
66988, 4.142313, 1, 0.0717907, 1.098071, -9.076805
66989, 4.153897, 0, -0.1440417, 1.087537, -9.053604
66989, 4.153897, 1, 0.07198796, 1.09635, -9.07664
66990, 4.166191, 0, -0.1439434, 1.087713, -9.053535
66990, 4.166191, 1, 0.07214302, 1.094576, -9.07663
66990, 4.171776, 0, -0.1439049, 1.08781, -9.053496
66990, 4.171776, 1, 0.07220404, 1.09381, -9.076633
66991, 4.176767, 0, -0.1438086, 1.08783, -9.053459
66991, 4.176767, 1, 0.07239328, 1.092965, -9.076547
66991, 4.182232, 0, -0.1437107, 1.087875, -9.053415
66991, 4.182232, 1, 0.07258154, 1.091991, -9.076469
66991, 4.188419, 0, -0.143635, 1.087892, -9.053383
66991, 4.188419, 1, 0.07268772, 1.091225, -9.076406
66992, 4.192848, 0, -0.1435767, 1.087903, -9.053358
66992, 4.192848, 1, 0.07276617, 1.090633, -9.076355
66992, 4.19799, 0, -0.1435089, 1.087916, -9.053329
66992, 4.19799, 1, 0.07285742, 1.089945, -9.076298
66992, 4.20479, 0, -0.1434162, 1.087934, -9.053289
66992, 4.20479, 1, 0.07298201, 1.089005, -9.076219
66993, 4.21043, 0, -0.1432259, 1.087829, -9.053441
66993, 4.21043, 1, 0.07337177, 1.088531, -9.075816
66993, 4.215106, 0, -0.1431364, 1.087804, -9.053473
66993, 4.215106, 1, 0.07353206, 1.08806, -9.075668
66993, 4.220366, 0, -0.1430159, 1.087771, -9.053515
66993, 4.220366, 1, 0.07374808, 1.087425, -9.075469
66994, 4.225229, 0, -0.1428897, 1.087918, -9.053481
66994, 4.225229, 1, 0.07385758, 1.087247, -9.075221
66994, 4.229927, 0, -0.1427768, 1.087949, -9.053493
66994, 4.229927, 1, 0.07401969, 1.086821, -9.075021
66994, 4.235234, 0, -0.1426511, 1.087984, -9.053508
66994, 4.235234, 1, 0.0742, 1.086346, -9.074798
66995, 4.240903, 0, -0.142367, 1.088186, -9.053453
66995, 4.240903, 1, 0.07427067, 1.085836, -9.074527
66995, 4.245936, 0, -0.1422026, 1.088276, -9.05344
66995, 4.245936, 1, 0.07438332, 1.085421, -9.074321
66995, 4.25064, 0, -0.1420365, 1.088368, -9.053427
66995, 4.25064, 1, 0.07449719, 1.085002, -9.074112
66996, 4.256473, 0, -0.1415991, 1.08847, -9.053285
66996, 4.256473, 1, 0.07464976, 1.084415, -9.073986
66996, 4.262722, 0, -0.1412391, 1.08859, -9.053195
66996, 4.262722, 1, 0.07481373, 1.083797, -9.073771
66997, 4.267288, 0, -0.1413165, 1.08882, -9.05315
66997, 4.267288, 1, 0.07481952, 1.08368, -9.073614
66997, 4.273619, 0, -0.1412239, 1.089046, -9.053078
66997, 4.273619, 1, 0.07489289, 1.08333, -9.073403
66997, 4.278461, 0, -0.1411513, 1.089223, -9.053021
66997, 4.278461, 1, 0.07495046, 1.083057, -9.073239
66998, 4.283569, 0, -0.1411136, 1.089417, -9.052979
66998, 4.283569, 1, 0.07499543, 1.082899, -9.072919
66998, 4.289165, 0, -0.1410585, 1.089609, -9.052929
66998, 4.289165, 1, 0.07504777, 1.082682, -9.072659
66998, 4.293729, 0, -0.1410096, 1.08978, -9.052884
66998, 4.293729, 1, 0.07509416, 1.08249, -9.072431
66999, 4.299092, 0, -0.1411191, 1.090152, -9.052923
66999, 4.299092, 1, 0.07529446, 1.082571, -9.072133
66999, 4.305153, 0, -0.1411654, 1.0905, -9.052925
66999, 4.305153, 1, 0.07545596, 1.082516, -9.071801
66999, 4.309956, 0, -0.1411978, 1.090743, -9.052926
66999, 4.309956, 1, 0.07556909, 1.082478, -9.071569
66999, 4.31488, 0, -0.1412334, 1.091011, -9.052927
66999, 4.31488, 1, 0.07569363, 1.082436, -9.071315
67000, 4.319634, 0, -0.1415419, 1.09143, -9.052745
67000, 4.319634, 1, 0.07582047, 1.082396, -9.0712
67000, 4.32525, 0, -0.1416909, 1.091798, -9.052673
67000, 4.32525, 1, 0.07596479, 1.082348, -9.070962
67001, 4.330373, 0, -0.1417906, 1.092005, -9.05261
67001, 4.330373, 1, 0.07625461, 1.082565, -9.070836
67001, 4.33551, 0, -0.1419047, 1.092263, -9.052547
67001, 4.33551, 1, 0.07648194, 1.082678, -9.070674
67001, 4.341462, 0, -0.1420352, 1.092559, -9.052473
67001, 4.341462, 1, 0.07674187, 1.082808, -9.070488
67002, 4.346498, 0, -0.1421418, 1.092832, -9.052453
67002, 4.346498, 1, 0.07690446, 1.083019, -9.070452
67002, 4.351267, 0, -0.1422476, 1.093093, -9.05242
67002, 4.351267, 1, 0.07708321, 1.083192, -9.070375
67002, 4.35723, 0, -0.14238, 1.093418, -9.052377
67002, 4.35723, 1, 0.07730679, 1.083408, -9.070279
67003, 4.362432, 0, -0.1423461, 1.093527, -9.0525
67003, 4.362432, 1, 0.07764414, 1.083828, -9.070368
67003, 4.368185, 0, -0.1423757, 1.093717, -9.052559
67003, 4.368185, 1, 0.07793695, 1.084169, -9.070386
67003, 4.373561, 0, -0.1424044, 1.093903, -9.052616
67003, 4.373561, 1, 0.07822128, 1.0845, -9.070403
67004, 4.37786, 0, -0.1423033, 1.094, -9.052794
67004, 4.37786, 1, 0.07848907, 1.08496, -9.070483
67004, 4.382556, 0, -0.1422597, 1.094143, -9.052921
67004, 4.382556, 1, 0.07877494, 1.085376, -9.070538
67004, 4.388333, 0, -0.1422122, 1.094299, -9.053061
67004, 4.388333, 1, 0.07908642, 1.08583, -9.070596
67005, 4.393719, 0, -0.1417096, 1.094609, -9.053092
67005, 4.393719, 1, 0.07939167, 1.086261, -9.070673
67005, 4.399019, 0, -0.1414111, 1.09485, -9.05317
67005, 4.399019, 1, 0.07969852, 1.086701, -9.070742
67005, 4.404953, 0, -0.1410679, 1.095126, -9.053262
67005, 4.404953, 1, 0.08005136, 1.087206, -9.07082
67006, 4.409852, 0, -0.1413216, 1.095142, -9.053366
67006, 4.409852, 1, 0.08000727, 1.08725, -9.070821
67006, 4.415159, 0, -0.1412601, 1.095293, -9.053461
67006, 4.415159, 1, 0.08017003, 1.087532, -9.070862
67006, 4.421799, 0, -0.1411812, 1.095486, -9.053583
67006, 4.421799, 1, 0.08037913, 1.087895, -9.070914
67007, 4.427876, 0, -0.1413337, 1.096012, -9.053915
67007, 4.427876, 1, 0.08060122, 1.088102, -9.071058
67007, 4.433665, 0, -0.1413602, 1.096332, -9.054117
67007, 4.433665, 1, 0.08079948, 1.08837, -9.071147
67008, 4.439657, 0, -0.1417392, 1.096402, -9.05419
67008, 4.439657, 1, 0.0810629, 1.088487, -9.071358
67008, 4.444664, 0, -0.1419364, 1.096568, -9.054309
67008, 4.444664, 1, 0.08127385, 1.088655, -9.071498
67008, 4.449925, 0, -0.1421221, 1.096725, -9.054421
67008, 4.449925, 1, 0.08147244, 1.088812, -9.07163
67009, 4.456335, 0, -0.1430215, 1.097197, -9.054747
67009, 4.456335, 1, 0.08158502, 1.088914, -9.071877
67009, 4.461352, 0, -0.1435254, 1.097485, -9.054948
67009, 4.461352, 1, 0.08171995, 1.089027, -9.072048
67009, 4.466125, 0, -0.1439784, 1.097744, -9.055128
67009, 4.466125, 1, 0.08184128, 1.089128, -9.072203
67010, 4.47165, 0, -0.1440411, 1.097919, -9.055194
67010, 4.47165, 1, 0.08194122, 1.089158, -9.072267
67010, 4.476492, 0, -0.1442853, 1.098125, -9.05531
67010, 4.476492, 1, 0.08204603, 1.08922, -9.07237
67010, 4.481641, 0, -0.1445582, 1.098355, -9.055441
67010, 4.481641, 1, 0.08216319, 1.089289, -9.072485
67010, 4.487116, 0, -0.1448444, 1.098596, -9.055577
67010, 4.487116, 1, 0.08228604, 1.089361, -9.072606
67011, 4.492496, 0, -0.1447287, 1.09886, -9.055454
67011, 4.492496, 1, 0.08249074, 1.089433, -9.0728
67011, 4.497835, 0, -0.144866, 1.099106, -9.055496
67011, 4.497835, 1, 0.08264127, 1.089504, -9.072946
67011, 4.503018, 0, -0.1450134, 1.099369, -9.05554
67011, 4.503018, 1, 0.08280282, 1.08958, -9.073102
67012, 4.510117, 0, -0.1450464, 1.099655, -9.055614
67012, 4.510117, 1, 0.08290492, 1.089699, -9.073023
67012, 4.515689, 0, -0.1451429, 1.099906, -9.055665
67012, 4.515689, 1, 0.08303329, 1.089783, -9.073087
67012, 4.522254, 0, -0.1452585, 1.100206, -9.055726
67012, 4.522254, 1, 0.083187, 1.089885, -9.073162
67013, 4.526837, 0, -0.1451181, 1.10033, -9.055793
67013, 4.526837, 1, 0.08319353, 1.089864, -9.073172
67013, 4.531512, 0, -0.1451325, 1.100528, -9.055846
67013, 4.531512, 1, 0.08327597, 1.089911, -9.073214
67013, 4.538286, 0, -0.144923, 1.100721, -9.055925
67013, 4.538286, 1, 0.08336741, 1.090161, -9.073259
67014, 4.543324, 0, -0.1447963, 1.10088, -9.055985
67014, 4.543324, 1, 0.08344065, 1.090325, -9.073296
67014, 4.547973, 0, -0.1446836, 1.101022, -9.056039
67014, 4.547973, 1, 0.08350581, 1.09047, -9.073328
67015, 4.554258, 0, -0.1445655, 1.10132, -9.055953
67015, 4.554258, 1, 0.08359246, 1.090758, -9.073329
67015, 4.559395, 0, -0.1444667, 1.101541, -9.055907
67015, 4.559395, 1, 0.08366153, 1.090974, -9.073337
67015, 4.564313, 0, -0.1443671, 1.101764, -9.055861
67015, 4.564313, 1, 0.08373113, 1.091191, -9.073343
67016, 4.569835, 0, -0.1441307, 1.102104, -9.055519
67016, 4.569835, 1, 0.0838908, 1.091733, -9.073369
67016, 4.574768, 0, -0.1439651, 1.102374, -9.055318
67016, 4.574768, 1, 0.08400361, 1.092109, -9.073386
67016, 4.579286, 0, -0.1438045, 1.102636, -9.055124
67016, 4.579286, 1, 0.084113, 1.092473, -9.073402
67016, 4.58437, 0, -0.1436076, 1.102882, -9.054702
67016, 4.58437, 1, 0.08421159, 1.093051, -9.073387
67017, 4.589979, 0, -0.143401, 1.103162, -9.054312
67017, 4.589979, 1, 0.08432513, 1.093621, -9.07338
67017, 4.595472, 0, -0.1432132, 1.103416, -9.053957
67017, 4.595472, 1, 0.08442837, 1.094139, -9.073375
67018, 4.601691, 0, -0.142741, 1.103277, -9.053918
67018, 4.601691, 1, 0.0844807, 1.095029, -9.073471
67018, 4.609076, 0, -0.142312, 1.103291, -9.053728
67018, 4.609076, 1, 0.08456549, 1.095912, -9.073538
67019, 4.618985, 0, -0.1419969, 1.103282, -9.05367
67019, 4.618985, 1, 0.08450466, 1.096853, -9.073667
67019, 4.625529, 0, -0.1417536, 1.103278, -9.053609
67019, 4.625529, 1, 0.08448134, 1.097523, -9.07375
67019, 4.632218, 0, -0.1415236, 1.103275, -9.053552
67019, 4.632218, 1, 0.08445932, 1.098156, -9.07383
67020, 4.638363, 0, -0.1417931, 1.102971, -9.054177
67020, 4.638363, 1, 0.08445075, 1.098775, -9.073992
67020, 4.64383, 0, -0.1417589, 1.102869, -9.054353
67020, 4.64383, 1, 0.08443609, 1.09932, -9.074087
67020, 4.649131, 0, -0.1417266, 1.102772, -9.05452
67020, 4.649131, 1, 0.08442226, 1.099833, -9.074178
67021, 4.656729, 0, -0.1423416, 1.102797, -9.055285
67021, 4.656729, 1, 0.08470422, 1.100696, -9.074505
67021, 4.661621, 0, -0.1425062, 1.10275, -9.055607
67021, 4.661621, 1, 0.08478025, 1.101243, -9.074653
67021, 4.66644, 0, -0.1426548, 1.102708, -9.055897
67021, 4.66644, 1, 0.08484888, 1.101737, -9.074787
67022, 4.672272, 0, -0.142628, 1.102919, -9.055907
67022, 4.672272, 1, 0.08499664, 1.102348, -9.075003
67022, 4.676853, 0, -0.1426881, 1.102978, -9.056048
67022, 4.676853, 1, 0.08508438, 1.10281, -9.075147
67022, 4.681592, 0, -0.1427573, 1.103046, -9.056211
67022, 4.681592, 1, 0.0851855, 1.103342, -9.075313
67023, 4.687694, 0, -0.1427215, 1.103364, -9.05629
67023, 4.687694, 1, 0.08542649, 1.103802, -9.075636
67023, 4.692183, 0, -0.1427211, 1.103553, -9.056376
67023, 4.692183, 1, 0.0855836, 1.104194, -9.075855
67023, 4.696944, 0, -0.1427206, 1.10375, -9.056466
67023, 4.696944, 1, 0.08574754, 1.104603, -9.076083
67024, 4.702136, 0, -0.1427273, 1.104032, -9.056479
67024, 4.702136, 1, 0.08592552, 1.104676, -9.0763
67024, 4.707733, 0, -0.1427311, 1.104271, -9.05652
67024, 4.707733, 1, 0.08609098, 1.104867, -9.076511
67024, 4.712583, 0, -0.1427348, 1.104505, -9.05656
67024, 4.712583, 1, 0.08625254, 1.105054, -9.076718
67025, 4.717752, 0, -0.1424863, 1.104554, -9.056792
67025, 4.717752, 1, 0.08640617, 1.10504, -9.07671
67025, 4.72421, 0, -0.1423694, 1.104662, -9.056916
67025, 4.72421, 1, 0.08653758, 1.105101, -9.076781
67025, 4.72941, 0, -0.1422522, 1.10477, -9.057042
67025, 4.72941, 1, 0.08666939, 1.105163, -9.076852
67026, 4.733921, 0, -0.1419508, 1.104822, -9.05739
67026, 4.733921, 1, 0.08652867, 1.105173, -9.076715
67026, 4.739455, 0, -0.1417093, 1.104912, -9.057664
67026, 4.739455, 1, 0.08651929, 1.105214, -9.076674
67026, 4.745051, 0, -0.1414423, 1.105011, -9.057967
67026, 4.745051, 1, 0.08650891, 1.105258, -9.076628
67027, 4.750255, 0, -0.1409829, 1.10495, -9.058043
67027, 4.750255, 1, 0.08641382, 1.105367, -9.07649
67027, 4.756639, 0, -0.1405511, 1.104971, -9.058265
67027, 4.756639, 1, 0.08635025, 1.105458, -9.076381
67027, 4.761341, 0, -0.1402174, 1.104986, -9.058434
67027, 4.761341, 1, 0.08630112, 1.105528, -9.076296
67028, 4.766341, 0, -0.1400693, 1.105103, -9.058656
67028, 4.766341, 1, 0.08624156, 1.105642, -9.07613
67028, 4.771555, 0, -0.139809, 1.10517, -9.058861
67028, 4.771555, 1, 0.08618425, 1.105738, -9.075999
67028, 4.776146, 0, -0.1395854, 1.105227, -9.059038
67028, 4.776146, 1, 0.086135, 1.105821, -9.075887
67029, 4.78134, 0, -0.1389584, 1.105197, -9.059197
67029, 4.78134, 1, 0.08622275, 1.105874, -9.075786
67029, 4.786275, 0, -0.1385313, 1.105211, -9.059366
67029, 4.786275, 1, 0.08624177, 1.105942, -9.075678
67029, 4.792001, 0, -0.138042, 1.105227, -9.059561
67029, 4.792001, 1, 0.08626355, 1.106021, -9.075555
67030, 4.796722, 0, -0.1379863, 1.105511, -9.059631
67030, 4.796722, 1, 0.08625592, 1.106024, -9.075536
67030, 4.801435, 0, -0.1377435, 1.105703, -9.059759
67030, 4.801435, 1, 0.08626017, 1.106059, -9.075471
67030, 4.80867, 0, -0.1374458, 1.105937, -9.059916
67030, 4.80867, 1, 0.08626539, 1.106102, -9.075392
67031, 4.813449, 0, -0.1372785, 1.106373, -9.060129
67031, 4.813449, 1, 0.0861984, 1.106036, -9.075359
67031, 4.819768, 0, -0.1370144, 1.106767, -9.060346
67031, 4.819768, 1, 0.08616015, 1.106019, -9.075295
67032, 4.825798, 0, -0.1368103, 1.107211, -9.060626
67032, 4.825798, 1, 0.08604774, 1.105782, -9.075286
67032, 4.830425, 0, -0.1366438, 1.10754, -9.060828
67032, 4.830425, 1, 0.08597516, 1.105641, -9.075269
67032, 4.835259, 0, -0.1364767, 1.107871, -9.061031
67032, 4.835259, 1, 0.08590235, 1.105499, -9.075251
67033, 4.840907, 0, -0.1361484, 1.108117, -9.060987
67033, 4.840907, 1, 0.08591843, 1.105405, -9.075194
67033, 4.845776, 0, -0.1359154, 1.108359, -9.06103
67033, 4.845776, 1, 0.08590323, 1.105307, -9.075157
67033, 4.851606, 0, -0.1356398, 1.108646, -9.061081
67033, 4.851606, 1, 0.08588526, 1.105191, -9.075114
67034, 4.857278, 0, -0.1354751, 1.108835, -9.061145
67034, 4.857278, 1, 0.08582039, 1.105166, -9.075032
67034, 4.862197, 0, -0.1353016, 1.109026, -9.061197
67034, 4.862197, 1, 0.08577499, 1.105122, -9.074969
67034, 4.867171, 0, -0.1351322, 1.109213, -9.061248
67034, 4.867171, 1, 0.08573063, 1.105078, -9.074908
67035, 4.872856, 0, -0.1350769, 1.109202, -9.061516
67035, 4.872856, 1, 0.0858601, 1.105186, -9.074868
67035, 4.878469, 0, -0.1349757, 1.109267, -9.061708
67035, 4.878469, 1, 0.08592649, 1.105238, -9.07482
67035, 4.883349, 0, -0.1348791, 1.109329, -9.061893
67035, 4.883349, 1, 0.08598983, 1.105288, -9.074772
67036, 4.888743, 0, -0.1350486, 1.109518, -9.061489
67036, 4.888743, 1, 0.08616821, 1.105488, -9.07473
67036, 4.893816, 0, -0.1350904, 1.109643, -9.061368
67036, 4.893816, 1, 0.08628827, 1.105613, -9.074687
67036, 4.898696, 0, -0.1351317, 1.109766, -9.061249
67036, 4.898696, 1, 0.08640674, 1.105736, -9.074644
67037, 4.904267, 0, -0.13548, 1.109708, -9.061234
67037, 4.904267, 1, 0.08678289, 1.106082, -9.074695
67037, 4.909173, 0, -0.1356543, 1.109732, -9.061178
67037, 4.909173, 1, 0.08700147, 1.106289, -9.0747
67037, 4.914219, 0, -0.1358436, 1.109758, -9.061117
67037, 4.914219, 1, 0.08723874, 1.106514, -9.074706
67038, 4.918561, 0, -0.1359499, 1.109734, -9.061073
67038, 4.918561, 1, 0.0873896, 1.106741, -9.074691
67038, 4.923928, 0, -0.1361202, 1.109733, -9.061012
67038, 4.923928, 1, 0.08761415, 1.107006, -9.074685
67038, 4.930332, 0, -0.136307, 1.109731, -9.060946
67038, 4.930332, 1, 0.08786049, 1.107297, -9.074677
67039, 4.934955, 0, -0.1363831, 1.109684, -9.061122
67039, 4.934955, 1, 0.08802666, 1.107476, -9.074833
67039, 4.941254, 0, -0.1365439, 1.109656, -9.061182
67039, 4.941254, 1, 0.08827658, 1.107761, -9.074919
67039, 4.946251, 0, -0.1367506, 1.109725, -9.061346
67039, 4.946251, 1, 0.08851025, 1.107876, -9.075031
67040, 4.952084, 0, -0.1369531, 1.109774, -9.061491
67040, 4.952084, 1, 0.08875443, 1.108033, -9.075142
67040, 4.958784, 0, -0.137201, 1.109834, -9.061669
67040, 4.958784, 1, 0.08905338, 1.108226, -9.075276
67041, 4.964705, 0, -0.1373936, 1.109978, -9.061797
67041, 4.964705, 1, 0.08906099, 1.108321, -9.075266
67041, 4.970428, 0, -0.137581, 1.110077, -9.061925
67041, 4.970428, 1, 0.08916473, 1.108437, -9.075306
67041, 4.976263, 0, -0.1377669, 1.110175, -9.062053
67041, 4.976263, 1, 0.08926766, 1.108552, -9.075345
67042, 4.981592, 0, -0.1380993, 1.110535, -9.062184
67042, 4.981592, 1, 0.08941345, 1.108133, -9.075561
67042, 4.986115, 0, -0.1383017, 1.110707, -9.062289
